id,ip,status,cam1,cam2,cam3,cam4,hdd,latency,cdate,login_status,last_communication,atmid,capacity,freespace,recording_from,recording_to,dvrtype
1018,10.185.181.135,1,working,working,working,NULL,ok,586ms,30-07-2019 16:47,0,30-07-2019 16:47,P3ENAA06,1907729,0,,,Hikvision
1019,10.185.180.158,1,working,working,working,NULL,ok,682ms,30-07-2019 16:47,0,30-07-2019 16:47,P3ECBK01,1907729,0,2019-07-09T05:32:38Z,,Hikvision
1020,10.185.181.76,1,working,working,not working,NULL,ok,367ms,30-07-2019 16:47,0,30-07-2019 16:47,P3ENKT02,1907729,0,2019-06-09T19:22:27Z,,Hikvision
1022,10.185.181.131,1,working,working,working,NULL,ok,509ms,30-07-2019 16:47,0,30-07-2019 16:47,P3ENGG69,1907729,0,2019-06-09T16:09:42Z,,Hikvision
1023,10.185.181.78,1,working,working,working,NULL,ok,329ms,30-07-2019 16:48,0,30-07-2019 16:48,P3ENGG72,1907729,0,2019-06-21T14:49:08Z,,Hikvision
1024,10.185.181.112,1,working,working,working,NULL,ok,787ms,30-07-2019 16:49,0,30-07-2019 16:49,P3ENFP06,1907729,0,2019-07-05T16:50:45Z,,Hikvision
1025,10.60.243.167,1,working,working,working,NULL,ok,410ms,30-07-2019 16:49,0,30-07-2019 16:49,P3ENDI13,1907729,0,2019-06-05T15:40:37Z,,Hikvision
1026,10.60.242.154,1,working,working,working,NULL,ok,611ms,30-07-2019 16:50,0,30-07-2019 16:50,P3ENDI15,1907729,0,2019-04-20T15:25:08Z,,Hikvision
1027,10.60.243.182,1,working,working,working,NULL,ok,655ms,30-07-2019 16:50,0,30-07-2019 16:50,P3ENFD93,1907729,0,2019-05-30T12:39:54Z,,Hikvision
1028,10.60.243.79,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:50,0,0000-00-00 00:00:00,P3ENMG22,,,,,Hikvision
1029,10.185.181.108,1,working,working,working,NULL,ok,686ms,30-07-2019 16:51,0,30-07-2019 16:51,P3ENBN32,1907729,0,2019-06-10T14:29:05Z,,Hikvision
1030,10.185.181.136,1,working,working,working,NULL,ok,129ms,30-07-2019 16:51,0,30-07-2019 16:51,P3ENMM11,1907729,0,2019-06-19T08:46:16Z,,Hikvision
1031,10.185.181.34,1,working,working,working,NULL,ok,641ms,30-07-2019 16:52,0,30-07-2019 16:52,P3ENAP03,1907729,0,2019-04-27T12:59:47Z,,Hikvision
1032,10.236.40.232,1,working,working,working,NULL,ok,556ms,30-07-2019 16:52,0,30-07-2019 16:52,P3ENHE28,1907729,0,2019-06-14T04:23:38Z,,Hikvision
1033,10.60.243.173,1,working,working,working,NULL,notexist,675ms,30-07-2019 16:52,0,30-07-2019 16:52,P3ENAL35,0,0,,,Hikvision
1035,10.185.181.95,1,working,working,working,NULL,ok,744ms,30-07-2019 16:53,0,30-07-2019 16:53,P3ENJH21,1907729,0,2019-07-10T08:54:32Z,,Hikvision
1036,10.185.181.67,1,working,working,working,NULL,error,438ms,30-07-2019 16:53,0,30-07-2019 16:53,P3ENJA02,1907729,0,,,Hikvision
1037,10.60.241.91,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:53,0,0000-00-00 00:00:00,P3ENKP19,,,,,Hikvision
1038,10.185.181.65,1,working,working,working,NULL,ok,717ms,30-07-2019 16:54,0,30-07-2019 16:54,P3ENCO36,1907729,0,,,Hikvision
1040,10.60.242.98,1,working,working,working,NULL,ok,767ms,30-07-2019 16:54,0,30-07-2019 16:54,P3ENKP02,1907729,0,2019-06-27T22:47:23Z,,Hikvision
1041,10.60.243.189,1,working,working,working,NULL,ok,575ms,30-07-2019 16:27,0,30-07-2019 16:27,P3ENAL34,1907729,0,,,Hikvision
1042,10.185.181.66,1,working,working,working,NULL,ok,537ms,30-07-2019 16:28,0,30-07-2019 16:28,P3ENHE45,1907729,0,2019-05-03T12:12:10Z,,Hikvision
1043,10.185.181.114,1,working,working,working,NULL,ok,115ms,30-07-2019 16:28,0,30-07-2019 16:28,P3ECTR01,1907729,0,,,Hikvision
1044,10.185.181.144,1,working,working,working,NULL,ok,284ms,30-07-2019 16:28,0,30-07-2019 16:28,P3ENHE44,1907729,0,,,Hikvision
1045,10.185.181.115,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:29,0,0000-00-00 00:00:00,P1DCJM29,,,,,Hikvision
1046,10.185.181.151,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:29,0,0000-00-00 00:00:00,P1DCJM30,,,,,Hikvision
1047,10.185.181.113,1,working,working,working,NULL,ok,109ms,30-07-2019 16:29,0,30-07-2019 16:29,P3ECPL03,1907729,0,,,Hikvision
1048,10.185.181.150,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:30,0,0000-00-00 00:00:00,P3DCGW18,,,,,Hikvision
1049,10.185.181.148,1,working,working,working,NULL,ok,333ms,30-07-2019 16:30,0,30-07-2019 16:30,P3ENHE43,1907729,0,,,Hikvision
1050,10.60.243.123,1,working,working,working,NULL,ok,616ms,30-07-2019 16:30,0,30-07-2019 16:30,P3ENND78,1907729,0,2019-06-14T06:50:59Z,,Hikvision
1051,10.60.243.115,1,working,working,working,NULL,ok,739ms,30-07-2019 16:30,0,30-07-2019 16:30,P3ENND74,1907729,0,2019-06-12T20:18:59Z,,Hikvision
1052,10.185.181.116,1,working,working,working,NULL,ok,634ms,30-07-2019 16:31,0,30-07-2019 16:31,P1DCJM26,1907729,0,,,Hikvision
1053,10.185.181.50,1,working,working,working,NULL,ok,397ms,30-07-2019 16:31,0,30-07-2019 16:31,P3ENPT70,1907729,93184,,,Hikvision
1054,10.60.243.124,1,working,working,not working,NULL,ok,679ms,30-07-2019 16:31,0,30-07-2019 16:31,P3ENKP17,1907729,1142784,,,Hikvision
1055,10.60.241.140,1,working,working,working,NULL,ok,93ms,30-07-2019 16:32,0,30-07-2019 16:32,P3ENBN29,1907729,0,2019-07-10T21:23:26Z,,Hikvision
1057,10.60.243.107,1,working,working,working,NULL,notexist,497ms,30-07-2019 16:32,0,30-07-2019 16:32,P3ENDI09,0,0,,,Hikvision
1058,10.60.243.134,0,working,working,working,NULL,ok,,30-07-2019 16:06,0,30-07-2019 14:26,P3ENPR04,1907729,0,,,Hikvision
1059,10.60.243.103,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:06,0,0000-00-00 00:00:00,P3ENDI20,,,,,Hikvision
1060,10.60.243.146,1,working,working,working,NULL,ok,625ms,30-07-2019 16:06,0,30-07-2019 16:06,P1DCJT01,1907729,162816,,,Hikvision
1061,10.60.243.149,1,working,working,working,NULL,ok,927ms,30-07-2019 16:07,0,30-07-2019 16:07,P3ENMM15,1907729,0,2019-07-02T23:32:18Z,,Hikvision
1062,10.60.243.65,1,working,working,working,NULL,ok,805ms,30-07-2019 16:07,0,30-07-2019 16:07,P3ENAL36,1907729,1297408,,,Hikvision
1063,10.60.243.125,1,working,working,working,NULL,ok,465ms,30-07-2019 16:08,0,30-07-2019 16:08,P3ENND83,1907729,0,2019-04-20T13:03:05Z,,Hikvision
1065,10.185.181.196,1,working,working,working,NULL,ok,649ms,30-07-2019 16:09,0,30-07-2019 16:09,P3ENDI12,1907729,0,2019-06-11T13:12:32Z,,Hikvision
1066,10.60.243.114,1,working,working,working,NULL,ok,121ms,30-07-2019 16:09,0,30-07-2019 16:09,P3ENKP18,1907729,0,2019-07-10T12:18:11Z,,Hikvision
1067,10.60.243.150,1,working,working,working,NULL,ok,450ms,30-07-2019 16:09,0,30-07-2019 16:09,P3ENDI08,1907729,0,2019-06-30T22:05:11Z,,Hikvision
1068,10.185.181.70,1,working,working,working,NULL,,331ms,30-07-2019 16:09,0,30-07-2019 16:09,P3DCHB07,,,,,Hikvision
1069,10.60.243.155,0,working,working,working,NULL,ok,,30-07-2019 16:10,0,30-07-2019 14:29,P3ENNR39,1907729,0,2019-06-16T15:06:16Z,,Hikvision
1070,10.60.243.126,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:10,0,0000-00-00 00:00:00,P3ENFZ03,,,,,Hikvision
1071,10.185.181.94,1,working,working,working,NULL,ok,206ms,30-07-2019 16:11,0,30-07-2019 16:11,P3ECBR01,1907729,324608,2019-04-20T12:21:55Z,,Hikvision
1072,10.185.181.60,1,working,working,working,NULL,ok,344ms,30-07-2019 16:11,0,30-07-2019 16:11,P3DCPR01,1907729,0,2019-07-05T12:49:27Z,,Hikvision
1073,10.185.181.97,1,working,working,working,NULL,ok,735ms,30-07-2019 16:11,0,30-07-2019 16:11,P3ENBR56,1907729,0,,,Hikvision
1074,10.185.181.152,1,working,working,working,NULL,ok,478ms,30-07-2019 16:11,0,30-07-2019 16:11,P3ENJH19,1907729,858112,2019-07-10T09:04:54Z,,Hikvision
1076,10.60.243.145,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:12,0,0000-00-00 00:00:00,P3DCKH04,,,,,Hikvision
1077,10.60.243.110,1,working,working,working,NULL,ok,486ms,30-07-2019 16:12,0,30-07-2019 16:12,P3ENJR06,1907729,0,,,Hikvision
1078,10.185.182.12,1,working,working,working,NULL,ok,656ms,30-07-2019 16:12,0,30-07-2019 16:12,MC014204,1907729,414720,,,Hikvision
1079,10.60.243.116,1,working,working,working,NULL,ok,589ms,30-07-2019 16:13,0,30-07-2019 16:13,P3DCWK01,1907729,442368,2019-05-30T16:19:09Z,,Hikvision
1080,10.60.243.120,1,working,working,working,NULL,ok,830ms,30-07-2019 16:13,0,30-07-2019 16:13,P3DCGD05,1907729,1356800,2019-07-07T15:51:05Z,,Hikvision
1081,10.60.243.119,1,working,working,working,NULL,ok,678ms,30-07-2019 16:13,0,30-07-2019 16:13,P3DCBJ04,1907729,381952,,,Hikvision
1083,10.60.243.121,1,working,working,working,NULL,ok,373ms,30-07-2019 16:13,0,30-07-2019 16:13,P3ENND77,1907729,0,2019-07-11T17:46:44Z,,Hikvision
1084,10.60.243.176,1,working,working,working,NULL,ok,287ms,30-07-2019 16:14,0,30-07-2019 16:14,P3ENDL57,1907729,980992,,,Hikvision
1085,10.185.180.183,1,working,working,working,NULL,ok,119ms,30-07-2019 16:14,0,30-07-2019 16:14,P3ENKJ01,1907729,0,2019-06-24T09:59:59Z,,Hikvision
1086,10.185.181.58,1,working,working,working,NULL,ok,461ms,30-07-2019 16:14,0,30-07-2019 16:14,P3DCMZ09,1907729,0,2019-07-02T00:54:46Z,,Hikvision
1087,10.185.181.166,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 16:15,1,0000-00-00 00:00:00,P3ENCO37,,,,,Hikvision
1088,10.185.181.178,1,working,working,working,NULL,ok,205ms,30-07-2019 16:15,0,30-07-2019 16:15,P3ECKH01,1907729,31744,2019-07-04T08:21:07Z,,Hikvision
1089,10.185.181.201,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:16,0,0000-00-00 00:00:00,P1DCBH06,,,,,Hikvision
1090,10.185.181.218,1,working,working,working,NULL,ok,256ms,30-07-2019 16:16,0,30-07-2019 16:16,P3ENHE53,1907729,1441792,,,Hikvision
1091,10.60.243.158,1,working,working,working,NULL,ok,526ms,30-07-2019 16:16,0,30-07-2019 16:16,P3ENKI04,1907729,0,,,Hikvision
1092,10.185.181.71,0,working,working,working,NULL,ok,,30-07-2019 16:16,0,30-07-2019 14:35,P3ENWL79,1907729,192512,,,Hikvision
1093,10.60.243.159,1,working,working,working,NULL,ok,513ms,30-07-2019 16:17,0,30-07-2019 16:17,P3ENWL80,1907729,0,,,Hikvision
1094,10.185.181.69,0,NULL,NULL,NULL,NULL,NULL,1096ms,30-07-2019 14:36,0,0000-00-00 00:00:00,P3ENHE49,,,,,Hikvision
1117,10.185.181.72,1,working,working,working,NULL,ok,458ms,30-07-2019 13:32,0,30-07-2019 13:32,P3ENMM14,1907729,0,2019-07-27T16:42:53Z,,Hikvision
1118,10.60.243.118,1,working,working,working,NULL,ok,658ms,30-07-2019 13:32,0,30-07-2019 13:32,P3ENAL37,1907729,0,2019-07-08T19:36:13Z,,Hikvision
1119,10.60.243.122,1,working,working,working,NULL,ok,705ms,30-07-2019 13:33,0,30-07-2019 13:33,P3EWAL10,1907729,1158144,,,Hikvision
1120,10.60.243.106,1,working,working,working,NULL,notexist,603ms,30-07-2019 13:33,0,30-07-2019 13:33,P3ENSP08,0,0,,,Hikvision
1121,10.60.243.127,1,working,working,working,NULL,notexist,758ms,30-07-2019 13:33,0,30-07-2019 13:33,P3ENUP06,1907729,0,,,Hikvision
1122,10.60.243.135,0,NULL,NULL,NULL,NULL,NULL,2257ms,30-07-2019 12:39,0,0000-00-00 00:00:00,P4ENAZ01,,,,,Hikvision
1123,10.185.181.117,1,working,working,working,NULL,ok,773ms,30-07-2019 13:42,0,30-07-2019 13:42,P3ENND84,1907729,0,2019-04-20T13:16:34Z,,Hikvision
1124,10.60.243.152,1,working,working,working,NULL,ok,899ms,30-07-2019 13:43,0,30-07-2019 13:43,P3ECNK06,1907729,0,,,Hikvision
1125,10.185.182.20,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:43,0,0000-00-00 00:00:00,MN000878,,,,,Hikvision
1126,10.60.243.130,1,working,working,working,NULL,ok,736ms,30-07-2019 13:43,0,30-07-2019 13:43,P3ENGK07,1907729,0,2019-04-20T13:28:07Z,,Hikvision
1127,10.185.181.231,1,working,working,working,NULL,error,345ms,30-07-2019 13:44,0,30-07-2019 13:44,P3ENPT73,3950,0,,,Hikvision
1128,10.60.243.160,1,working,working,working,NULL,ok,830ms,30-07-2019 13:44,0,30-07-2019 13:44,P3ENMM17,1907729,1538048,2019-05-27T16:50:12Z,,Hikvision
1129,10.185.181.254,1,working,working,working,NULL,ok,138ms,30-07-2019 13:44,0,30-07-2019 13:44,P3ENCE44,1907729,1902592,,,Hikvision
1130,10.185.181.45,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:44,0,0000-00-00 00:00:00,P3ENGK08,,,,,Hikvision
1131,10.185.181.170,1,working,working,working,NULL,ok,396ms,30-07-2019 13:45,0,30-07-2019 13:45,P3ENRG05,1907729,1418240,,,Hikvision
1132,10.185.181.181,0,NULL,NULL,NULL,NULL,NULL,1187ms,30-07-2019 13:45,0,0000-00-00 00:00:00,P1ECGO04,,,,,Hikvision
1133,10.185.181.169,1,working,working,working,NULL,ok,646ms,30-07-2019 13:45,0,30-07-2019 13:45,P3ENRI24,1907729,1518592,,,Hikvision
1134,10.60.243.156,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:45,0,0000-00-00 00:00:00,P3ENLD05,,,,,Hikvision
1135,10.60.241.246,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:46,0,0000-00-00 00:00:00,P1ECGO02,,,,,Hikvision
1137,10.185.181.191,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:46,0,0000-00-00 00:00:00,P3ENND93,,,,,Hikvision
1138,10.185.181.176,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 13:46,0,0000-00-00 00:00:00,P3ENME27,,,,,Hikvision
1139,10.185.181.184,1,working,working,working,NULL,ok,552ms,30-07-2019 13:47,0,30-07-2019 13:47,P3ENND91,1907729,1462272,,,Hikvision
1140,10.185.181.175,1,working,working,working,NULL,ok,359ms,30-07-2019 13:47,0,30-07-2019 13:47,MN003105,1907729,0,,,Hikvision
1142,10.185.181.172,1,working,working,working,NULL,ok,723ms,30-07-2019 16:05,0,30-07-2019 16:05,MC003188,1907729,443392,2019-05-13T00:14:51Z,,Hikvision
1143,10.185.181.174,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:06,0,0000-00-00 00:00:00,P3ENMA10,,,,,Hikvision
1144,10.185.181.207,0,NULL,NULL,NULL,NULL,NULL,1029ms,30-07-2019 16:06,0,0000-00-00 00:00:00,P1EWCH55,,,,,Hikvision
1145,10.185.181.173,1,working,working,working,NULL,ok,993ms,30-07-2019 16:07,0,30-07-2019 16:07,P3ENND92,1907729,1577984,2019-05-03T13:31:22Z,,Hikvision
1146,10.185.181.171,0,NULL,NULL,NULL,NULL,NULL,1111ms,30-07-2019 16:07,0,0000-00-00 00:00:00,P3ENRI38,,,,,Hikvision
1147,10.185.181.163,1,working,working,working,NULL,ok,682ms,30-07-2019 16:08,0,30-07-2019 16:08,P3ENCI85,1907729,448512,,,Hikvision
1148,10.185.182.3,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:08,0,0000-00-00 00:00:00,P3ENCB03,,,,,Hikvision
1149,10.185.181.194,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 16:09,1,0000-00-00 00:00:00,P3ENDI23,,,,,Hikvision
1150,10.60.243.239,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:09,0,0000-00-00 00:00:00,RBL_14490,,,,,Hikvision
1151,10.185.181.167,1,working,working,working,NULL,ok,644ms,30-07-2019 16:10,0,30-07-2019 16:10,P3ECRI04,1907729,0,2019-05-06T23:14:00Z,,Hikvision
1153,10.185.180.114,1,working,working,working,NULL,,538ms,30-07-2019 16:10,0,30-07-2019 16:10,P3ENHE55,,,,,Hikvision
1154,10.60.243.108,1,working,working,working,NULL,ok,400ms,30-07-2019 16:10,0,30-07-2019 16:10,P3ENCE39,1907729,389120,2019-05-10T17:06:20Z,,Hikvision
1155,10.60.243.109,1,working,working,working,NULL,ok,636ms,30-07-2019 16:10,0,30-07-2019 16:10,P1EWCH51,3815447,579584,2019-07-15T11:53:33Z,,Hikvision
1156,10.60.242.10,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:11,0,0000-00-00 00:00:00,MN016860,,,,,Hikvision
1157,10.185.181.20,1,working,working,working,NULL,ok,671ms,30-07-2019 16:11,0,30-07-2019 16:11,P1ECAK01,1907729,849920,,,Hikvision
1158,10.185.181.37,1,working,working,working,NULL,ok,514ms,30-07-2019 16:11,0,30-07-2019 16:11,P3ENUP07,1907729,0,,,Hikvision
1161,192.0.3.19,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 16:12,1,0000-00-00 00:00:00,P3ECBI03,,,,,Hikvision
1162,192.0.3.18,1,working,working,working,NULL,ok,84ms,30-07-2019 16:12,0,30-07-2019 16:12,P3ENBY01,1907729,674816,2019-05-21T18:04:57Z,,Hikvision
1164,10.185.181.234,1,working,working,working,NULL,ok,327ms,30-07-2019 16:12,0,30-07-2019 16:12,P3ENVW01,1907729,43008,,,Hikvision
1165,10.185.181.195,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:12,0,0000-00-00 00:00:00,P3ENDO06,,,,,Hikvision
1167,10.60.243.242,1,working,working,working,NULL,ok,557ms,30-07-2019 16:13,0,30-07-2019 16:13,P3ENSL05,1907729,148480,2019-07-22T10:06:32Z,,Hikvision
1169,10.185.181.177,1,working,working,working,NULL,ok,351ms,30-07-2019 16:13,0,30-07-2019 16:13,P3ENFB02,1907729,107520,2019-05-26T16:06:59Z,,Hikvision
1171,10.185.181.200,1,working,not working,working,NULL,ok,408ms,30-07-2019 16:14,0,30-07-2019 16:14,P3ENMR02,1907729,0,2019-05-24T14:37:39Z,,Hikvision
1172,10.185.181.192,1,working,working,working,NULL,ok,367ms,30-07-2019 16:14,0,30-07-2019 16:14,P3ECMT05,1907729,481280,2019-05-25T17:55:04Z,,Hikvision
1176,10.185.181.198,1,working,working,working,NULL,,679ms,30-07-2019 16:14,0,30-07-2019 16:14,P3ENND95,,,,,Hikvision
1177,10.60.243.178,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:15,0,0000-00-00 00:00:00,P3ENND94,,,,,Hikvision
1186,10.60.242.207,1,working,working,working,NULL,ok,723ms,30-07-2019 16:15,0,30-07-2019 16:15,P3ENBN46,1907729,0,2019-05-14T12:22:03Z,,Hikvision
1189,10.60.243.193,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:15,0,0000-00-00 00:00:00,P3ENVR69,,,,,Hikvision
1196,192.0.3.17,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:16,0,0000-00-00 00:00:00,P3ENAA10,,,,,Hikvision
1200,10.60.243.6,1,working,working,working,NULL,ok,779ms,30-07-2019 16:16,0,30-07-2019 16:16,P3ENBN43,1907729,0,2019-05-07T19:47:30Z,,Hikvision
1201,10.60.242.240,1,working,working,working,NULL,ok,938ms,30-07-2019 16:16,0,30-07-2019 16:16,P3ENBN44,1907729,0,2019-05-15T12:33:10Z,,Hikvision
1202,10.185.182.31,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:17,0,0000-00-00 00:00:00,H04184,,,,,Hikvision
1203,10.185.181.204,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 16:17,1,0000-00-00 00:00:00,P3ENHS02,,,,,Hikvision
1204,10.185.181.241,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:18,0,0000-00-00 00:00:00,P3ENPU58,,,,,Hikvision
1209,10.60.243.136,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:18,0,0000-00-00 00:00:00,P3ENLK21,,,,,Hikvision
1210,10.185.181.250,1,working,working,working,NULL,ok,400ms,30-07-2019 16:18,0,30-07-2019 16:18,P3ENNE11,1907729,1257472,,,Hikvision
1213,10.185.181.243,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 16:18,1,0000-00-00 00:00:00,P3ENTP12,,,,,Hikvision
1219,10.185.182.7,1,working,working,working,NULL,ok,410ms,30-07-2019 16:19,0,30-07-2019 16:19,P3ENNE12,1907729,0,,,Hikvision
1220,10.185.182.36,1,working,working,working,NULL,ok,335ms,30-07-2019 16:19,0,30-07-2019 16:19,P3ENNE13,1907729,0,,,Hikvision
1221,10.185.182.47,1,working,working,working,NULL,ok,818ms,30-07-2019 16:20,0,30-07-2019 16:20,P3ENBT09,1907729,339968,2019-06-06T08:31:50Z,,Hikvision
1222,10.185.182.53,1,working,working,working,NULL,ok,377ms,30-07-2019 16:20,0,30-07-2019 16:20,P3ENBT10,1907729,0,2019-06-06T19:10:37Z,,Hikvision
1227,10.185.182.54,1,working,working,working,NULL,ok,432ms,30-07-2019 16:20,0,30-07-2019 16:20,H03986,1907729,1467392,2019-07-17T12:28:41Z,,Hikvision
1229,10.185.182.55,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:21,0,0000-00-00 00:00:00,H03959,,,,,Hikvision
1230,10.185.182.49,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 16:22,1,0000-00-00 00:00:00,H03639,,,,,Hikvision
1233,192.0.3.4,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 16:22,1,0000-00-00 00:00:00,P3ENDI25,,,,,Hikvision
1235,192.0.3.14,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:23,0,0000-00-00 00:00:00,MC002943,,,,,Hikvision
1236,192.0.3.15,1,working,working,working,NULL,notexist,137ms,30-07-2019 16:23,0,30-07-2019 16:23,MC002942,0,0,,,Hikvision
1281,10.185.181.252,1,working,working,working,NULL,ok,422ms,30-07-2019 16:45,0,30-07-2019 16:45,P3ENKL01,1907729,1292288,2019-06-28T17:22:30Z,,Hikvision
1282,10.60.243.232,0,working,working,working,NULL,ok,,30-07-2019 16:46,0,30-07-2019 16:41,H03704,1907729,1295360,,,Hikvision
1283,192.0.3.7,1,working,working,working,NULL,ok,197ms,30-07-2019 16:46,0,30-07-2019 16:46,P3ENND97,1907729,1223680,2019-06-26T00:08:03Z,,Hikvision
1284,192.0.3.12,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 16:46,1,0000-00-00 00:00:00,P3ENJG12,,,,,Hikvision
1285,10.60.243.236,0,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:47,0,0000-00-00 00:00:00,MN002604,,,,,Hikvision
1286,192.0.3.16,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 16:47,1,0000-00-00 00:00:00,P3ENFD95,,,,,Hikvision
1288,10.185.181.210,1,working,working,working,NULL,ok,349ms,30-07-2019 16:54,0,30-07-2019 16:54,P3ECPC01,1907729,1514496,,,Hikvision
1289,192.0.3.22,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 16:54,1,0000-00-00 00:00:00,P3ENJG15,,,,,Hikvision
1290,192.0.3.23,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 16:54,1,0000-00-00 00:00:00,P3ENBN45,,,,,Hikvision
1291,192.0.3.25,1,working,working,working,NULL,ok,109ms,30-07-2019 16:43,0,30-07-2019 16:43,H03925,1907729,1286144,2019-07-18T13:52:50Z,,Hikvision
1293,192.0.3.30,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 16:43,1,0000-00-00 00:00:00,H03922,,,,,Hikvision
1294,192.0.3.31,1,NULL,NULL,NULL,NULL,NULL,,30-07-2019 16:44,1,0000-00-00 00:00:00,P3ENHE60,,,,,Hikvision
1295,192.0.3.22,1,NULL,NULL,NULL,NULL,NULL,NULL,30-07-2019 16:54,1,0000-00-00 00:00:00,H04117,,,,,Hikvision
