"id","panelid","seqno","zone","alarm","createtime","receivedtime","comment","status","sendtoclient","closedBy","closedtime","sendip","alerttype","location","priority"
"11005009","666666","0355","023","BA","2018-10-17 13:19:36","2018-10-17 13:20:19","css engineer person on site Mr.Kumar","C","S","csshelpdesk","2018-10-17 13:22:04","192.168.0.50","Tamper Switch","0","R"
"11005014","666666","0356","100","RC","2018-10-17 13:19:36","2018-10-17 13:20:22",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11005021","666666","0357","021","AK","2018-10-17 13:19:42","2018-10-17 13:20:26",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11005024","666666","0358","023","AK","2018-10-17 13:19:42","2018-10-17 13:20:28",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11005030","666666","0359","100","RO","2018-10-17 13:19:42","2018-10-17 13:20:31",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11006875","666666","0360","174","BR","2018-10-17 13:45:25","2018-10-17 13:45:25",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11007285","666666","0366","174","BA","2018-10-17 13:50:45","2018-10-17 13:50:45",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11008137","666666","0371","174","BR","2018-10-17 14:01:12","2018-10-17 14:01:18",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11008225","666666","0373","174","BA","2018-10-17 14:02:22","2018-10-17 14:02:22",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11009307","666666","0377","174","BR","2018-10-17 14:17:32","2018-10-17 14:17:40",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11009392","666666","0381","174","BA","2018-10-17 14:18:42","2018-10-17 14:18:55",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11010094","666666","0388","174","BR","2018-10-17 14:28:48","2018-10-17 14:28:56",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11010422","666666","0397","003","BA","2018-10-17 14:33:36","2018-10-17 14:33:44","css engineer person on site Mr.Kumar","C","S","csshelpdesk","2018-10-17 14:40:53","192.168.0.50","Panic Switch","0","R"
"11010425","666666","0398","100","RC","2018-10-17 14:33:36","2018-10-17 14:33:46",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11010430","666666","0399","003","BR","2018-10-17 14:33:36","2018-10-17 14:33:48",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11010432","666666","0400","100","RO","2018-10-17 14:33:47","2018-10-17 14:33:50",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11010581","666666","0401","100","RO","2018-10-17 14:33:47","2018-10-17 14:35:56",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11010711","666666","0402","100","RO","2018-10-17 14:33:47","2018-10-17 14:38:03",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11010876","666666","0403","100","RO","2018-10-17 14:33:47","2018-10-17 14:40:09",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11011020","666666","0404","100","RO","2018-10-17 14:33:47","2018-10-17 14:42:15",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11011080","666666","0405","100","RO","2018-10-17 14:33:47","2018-10-17 14:43:12",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11012687","666666","0406","100","RO","2018-10-17 14:33:47","2018-10-17 15:11:59",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11012691","666666","0407","023","BR","2018-10-17 15:11:51","2018-10-17 15:12:01",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11012695","666666","0408","023","BA","2018-10-17 15:11:51","2018-10-17 15:12:03","css engineer on site","C","S","SURAJ","2018-10-17 17:30:38","192.168.0.51","Tamper Switch","0","R"
"11012696","666666","0409","100","RC","2018-10-17 15:11:51","2018-10-17 15:12:05",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11012701","666666","0410","100","RO","2018-10-17 15:12:02","2018-10-17 15:12:07",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11012736","666666","0411","023","BR","2018-10-17 15:12:33","2018-10-17 15:12:39",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11012740","666666","0412","023","BA","2018-10-17 15:12:34","2018-10-17 15:12:41","CSS Engineer on site","C","S","SURAJ","2018-10-17 15:15:47","192.168.0.51","Tamper Switch","0","R"
"11012745","666666","0413","100","RC","2018-10-17 15:12:34","2018-10-17 15:12:43",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11012759","666666","0414","100","RO","2018-10-17 15:12:45","2018-10-17 15:12:52",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11012781","666666","0415","100","RO","2018-10-17 15:12:45","2018-10-17 15:13:21",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11012788","666666","0390","174","BA","2018-10-17 14:29:58","2018-10-17 15:13:23",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11016861","666666","0416","006","AS","2018-10-17 16:01:37","2018-10-17 16:01:48",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11016867","666666","0417","007","AS","2018-10-17 16:01:37","2018-10-17 16:01:50",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11016871","666666","0418","009","AS","2018-10-17 16:01:37","2018-10-17 16:01:52",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11016874","666666","0419","010","AS","2018-10-17 16:01:37","2018-10-17 16:01:54",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11016878","666666","0420","011","AS","2018-10-17 16:01:37","2018-10-17 16:01:56",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11016883","666666","0421","012","AS","2018-10-17 16:01:37","2018-10-17 16:01:59",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11016887","666666","0422","014","AS","2018-10-17 16:01:37","2018-10-17 16:02:01",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11016890","666666","0423","015","AS","2018-10-17 16:01:37","2018-10-17 16:02:03",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11016892","666666","0424","016","AS","2018-10-17 16:01:37","2018-10-17 16:02:05",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11016897","666666","0425","017","AS","2018-10-17 16:01:37","2018-10-17 16:02:08",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11016898","666666","0426","020","AS","2018-10-17 16:01:37","2018-10-17 16:02:10",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11016900","666666","0427","021","AS","2018-10-17 16:01:37","2018-10-17 16:02:12",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11016905","666666","0428","024","AS","2018-10-17 16:01:37","2018-10-17 16:02:14",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11016907","666666","0429","029","AS","2018-10-17 16:01:37","2018-10-17 16:02:16",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11016911","666666","0430","030","AS","2018-10-17 16:01:37","2018-10-17 16:02:19",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11016915","666666","0431","031","AS","2018-10-17 16:01:37","2018-10-17 16:02:21",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11016917","666666","0432","100","RC","2018-10-17 16:01:37","2018-10-17 16:02:23",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11016923","666666","0433","100","RO","2018-10-17 16:01:48","2018-10-17 16:02:25",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11016928","666666","0434","003","BA","2018-10-17 16:02:04","2018-10-17 16:02:28","css engineer on site","C","S","SURAJ","2018-10-17 17:30:45","192.168.0.51","Panic Switch","0","R"
"11016931","666666","0435","100","RC","2018-10-17 16:02:04","2018-10-17 16:02:30",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11016938","666666","0436","003","BR","2018-10-17 16:02:04","2018-10-17 16:02:32",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11016941","666666","0437","100","RO","2018-10-17 16:02:15","2018-10-17 16:02:34",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11017011","666666","0438","100","RO","2018-10-17 16:02:15","2018-10-17 16:03:36",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11018458","666666","0439","021","BR","2018-10-17 16:27:22","2018-10-17 16:27:40",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11018459","666666","0440","021","BA","2018-10-17 16:27:25","2018-10-17 16:27:43","css engineer on site","C","S","SURAJ","2018-10-17 17:30:31","192.168.0.51","Backroom door","0","R"
"11018463","666666","0441","100","RC","2018-10-17 16:27:25","2018-10-17 16:27:45",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11018467","666666","0442","100","RO","2018-10-17 16:27:36","2018-10-17 16:27:50",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020364","666666","0443","023","BR","2018-10-17 17:00:41","2018-10-17 17:01:00",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020372","666666","0444","023","BA","2018-10-17 17:00:42","2018-10-17 17:01:03","css engineer on site","C","S","SURAJ","2018-10-17 17:31:02","192.168.0.51","Tamper Switch","0","R"
"11020376","666666","0445","100","RC","2018-10-17 17:00:42","2018-10-17 17:01:05",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020381","666666","0446","023","BR","2018-10-17 17:00:44","2018-10-17 17:01:07",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020384","666666","0447","023","BA","2018-10-17 17:00:44","2018-10-17 17:01:10","No Issue found after video verification","C","S","kushal","2018-10-17 17:09:05","192.168.0.53","Tamper Switch","0","R"
"11020389","666666","0448","006","AK","2018-10-17 17:00:44","2018-10-17 17:01:12",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020393","666666","0449","007","AK","2018-10-17 17:00:44","2018-10-17 17:01:14",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020395","666666","0450","009","AK","2018-10-17 17:00:44","2018-10-17 17:01:16",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020399","666666","0451","010","AK","2018-10-17 17:00:44","2018-10-17 17:01:18",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020404","666666","0452","011","AK","2018-10-17 17:00:44","2018-10-17 17:01:20",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020406","666666","0453","012","AK","2018-10-17 17:00:44","2018-10-17 17:01:22",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020410","666666","0454","014","AK","2018-10-17 17:00:44","2018-10-17 17:01:25",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020416","666666","0455","015","AK","2018-10-17 17:00:44","2018-10-17 17:01:27",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020420","666666","0456","016","AK","2018-10-17 17:00:44","2018-10-17 17:01:29",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020424","666666","0457","017","AK","2018-10-17 17:00:44","2018-10-17 17:01:31",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020429","666666","0458","020","AK","2018-10-17 17:00:44","2018-10-17 17:01:34",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020433","666666","0459","021","AK","2018-10-17 17:00:44","2018-10-17 17:01:36",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020437","666666","0460","023","AK","2018-10-17 17:00:44","2018-10-17 17:01:38",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020442","666666","0461","024","AK","2018-10-17 17:00:44","2018-10-17 17:01:40",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020446","666666","0462","029","AK","2018-10-17 17:00:44","2018-10-17 17:01:43",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020452","666666","0463","030","AK","2018-10-17 17:00:44","2018-10-17 17:01:45",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020453","666666","0464","031","AK","2018-10-17 17:00:44","2018-10-17 17:01:47",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020457","666666","0465","023","BR","2018-10-17 17:00:45","2018-10-17 17:01:50",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020462","666666","0466","023","BA","2018-10-17 17:00:46","2018-10-17 17:01:52","css engineer on site","C","S","SURAJ","2018-10-17 17:30:54","192.168.0.51","Tamper Switch","0","R"
"11020465","666666","0467","023","BR","2018-10-17 17:00:47","2018-10-17 17:01:54",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020469","666666","0468","023","BA","2018-10-17 17:00:47","2018-10-17 17:01:56","kumar sir person on the site ","C","S","kushal","2018-10-17 17:03:45","192.168.0.53","Tamper Switch","0","R"
"11020474","666666","0469","023","BR","2018-10-17 17:00:47","2018-10-17 17:01:58",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020476","666666","0470","023","BA","2018-10-17 17:00:48","2018-10-17 17:02:00","css engineer on site","C","S","SURAJ","2018-10-17 17:31:09","192.168.0.51","Tamper Switch","0","R"
"11020481","666666","0471","023","AK","2018-10-17 17:00:48","2018-10-17 17:02:03",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020485","666666","0472","100","RO","2018-10-17 17:00:48","2018-10-17 17:02:05",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020491","666666","0473","006","AS","2018-10-17 17:00:52","2018-10-17 17:02:07",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020495","666666","0474","007","AS","2018-10-17 17:00:52","2018-10-17 17:02:09",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020499","666666","0475","009","AS","2018-10-17 17:00:52","2018-10-17 17:02:12",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020501","666666","0476","010","AS","2018-10-17 17:00:52","2018-10-17 17:02:14",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020505","666666","0477","011","AS","2018-10-17 17:00:52","2018-10-17 17:02:16",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020508","666666","0478","012","AS","2018-10-17 17:00:52","2018-10-17 17:02:18",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020511","666666","0479","014","AS","2018-10-17 17:00:52","2018-10-17 17:02:20",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020518","666666","0480","015","AS","2018-10-17 17:00:52","2018-10-17 17:02:23",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020522","666666","0481","016","AS","2018-10-17 17:00:52","2018-10-17 17:02:25",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020525","666666","0482","017","AS","2018-10-17 17:00:52","2018-10-17 17:02:27",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020531","666666","0483","020","AS","2018-10-17 17:00:52","2018-10-17 17:02:29",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020534","666666","0484","021","AS","2018-10-17 17:00:52","2018-10-17 17:02:31",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020538","666666","0485","023","AS","2018-10-17 17:00:52","2018-10-17 17:02:33",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020542","666666","0486","024","AS","2018-10-17 17:00:52","2018-10-17 17:02:36",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020544","666666","0487","029","AS","2018-10-17 17:00:52","2018-10-17 17:02:38",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020549","666666","0488","030","AS","2018-10-17 17:00:52","2018-10-17 17:02:40",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020552","666666","0489","031","AS","2018-10-17 17:00:52","2018-10-17 17:02:42",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020555","666666","0490","100","RC","2018-10-17 17:00:52","2018-10-17 17:02:44",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020557","666666","0491","006","AK","2018-10-17 17:00:53","2018-10-17 17:02:47",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020560","666666","0492","007","AK","2018-10-17 17:00:53","2018-10-17 17:02:49",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020563","666666","0493","009","AK","2018-10-17 17:00:53","2018-10-17 17:02:51",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020566","666666","0494","010","AK","2018-10-17 17:00:53","2018-10-17 17:02:53",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020568","666666","0495","011","AK","2018-10-17 17:00:53","2018-10-17 17:02:55",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020570","666666","0496","012","AK","2018-10-17 17:00:53","2018-10-17 17:02:57",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020572","666666","0497","014","AK","2018-10-17 17:00:53","2018-10-17 17:03:00",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020574","666666","0498","015","AK","2018-10-17 17:00:53","2018-10-17 17:03:02",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020578","666666","0499","016","AK","2018-10-17 17:00:53","2018-10-17 17:03:05",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020581","666666","0500","017","AK","2018-10-17 17:00:53","2018-10-17 17:03:07",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020585","666666","0501","020","AK","2018-10-17 17:00:53","2018-10-17 17:03:10",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020589","666666","0502","021","AK","2018-10-17 17:00:53","2018-10-17 17:03:12",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020591","666666","0503","023","AK","2018-10-17 17:00:53","2018-10-17 17:03:15",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020596","666666","0504","024","AK","2018-10-17 17:00:53","2018-10-17 17:03:18",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020598","666666","0505","029","AK","2018-10-17 17:00:53","2018-10-17 17:03:20",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020601","666666","0506","030","AK","2018-10-17 17:00:53","2018-10-17 17:03:22",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020604","666666","0507","031","AK","2018-10-17 17:00:53","2018-10-17 17:03:25",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020606","666666","0508","100","RO","2018-10-17 17:00:58","2018-10-17 17:03:27",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020609","666666","0509","023","BR","2018-10-17 17:01:32","2018-10-17 17:03:29",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020615","666666","0510","023","BA","2018-10-17 17:01:33","2018-10-17 17:03:31","css engineer on site","C","S","SURAJ","2018-10-17 17:30:24","192.168.0.51","Tamper Switch","0","R"
"11020616","666666","0511","100","RC","2018-10-17 17:01:33","2018-10-17 17:03:33",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11020620","666666","0512","100","RO","2018-10-17 17:01:44","2018-10-17 17:03:36",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11082938","666666","0513","021","BR","2018-10-17 17:28:59","2018-10-18 09:27:12",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11082941","666666","0514","174","BR","2018-10-18 09:26:59","2018-10-18 09:27:14",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11083189","666666","0519","174","BA","2018-10-18 09:32:20","2018-10-18 09:32:40",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11084876","666666","0528","174","BR","2018-10-18 09:58:42","2018-10-18 09:59:01",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11085206","666666","0532","174","BA","2018-10-18 10:04:00","2018-10-18 10:04:23",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11085620","666666","0541","101","RO","2018-10-18 10:10:16","2018-10-18 10:10:43",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11085622","666666","0542","021","BA","2018-10-18 10:10:16","2018-10-18 10:10:45","css superviouser on the site","C","S","RAJ","2018-10-18 10:17:54","192.168.0.52","Backroom door","0","R"
"11085628","666666","0543","100","RC","2018-10-18 10:10:16","2018-10-18 10:10:48",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11085631","666666","0544","100","RO","2018-10-18 10:10:27","2018-10-18 10:10:50",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11085634","666666","0545","101","RC","2018-10-18 10:10:32","2018-10-18 10:10:52",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11085740","666666","0546","101","RC","2018-10-18 10:10:32","2018-10-18 10:12:58",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11085871","666666","0547","101","RC","2018-10-18 10:10:32","2018-10-18 10:15:05",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11086013","666666","0548","101","RC","2018-10-18 10:10:32","2018-10-18 10:17:11",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11086146","666666","0549","101","RC","2018-10-18 10:10:32","2018-10-18 10:19:17",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"11086165","666666","0550","101","RC","2018-10-18 10:10:32","2018-10-18 10:19:40",NULL,"O",NULL,NULL,NULL,NULL,NULL,NULL,NULL
